timestamp,strategy,reason,duration_s
2020-09-18 00:00:00+00:00,rolling_sarima,scheduled,18.162704944610596
2020-09-19 00:00:00+00:00,rolling_sarima,scheduled,18.450278997421265
2020-09-20 00:00:00+00:00,rolling_sarima,scheduled,17.521847248077393
2020-09-21 00:00:00+00:00,rolling_sarima,scheduled,19.967912435531616
2020-09-22 00:00:00+00:00,rolling_sarima,scheduled,18.31378197669983
2020-09-23 00:00:00+00:00,rolling_sarima,scheduled,18.09453821182251
2020-09-24 00:00:00+00:00,rolling_sarima,scheduled,18.785513401031494
2020-09-25 00:00:00+00:00,rolling_sarima,scheduled,18.967369318008423
2020-09-26 00:00:00+00:00,rolling_sarima,scheduled,24.13865089416504
2020-09-27 00:00:00+00:00,rolling_sarima,scheduled,19.019457817077637
2020-09-28 00:00:00+00:00,rolling_sarima,scheduled,18.82118034362793
2020-09-29 00:00:00+00:00,rolling_sarima,scheduled,19.082231998443604
2020-09-30 00:00:00+00:00,rolling_sarima,scheduled,18.277496337890625
